"('P1_l ', 'Nivel de Ensino')","('P1_m ', 'Área de Formação')","('P2_h ', 'Faixa salarial')","('P2_i ', 'Quanto tempo de experiência na área de dados você tem?')","('P2_g ', 'Nivel')","('P4_d_1 ', 'SQL')","('P4_d_2 ', 'R ')","('P4_d_3 ', 'Python')","('P4_d_4 ', 'C/C++/C#')","('P4_d_5 ', '.NET')","('P4_d_6 ', 'Java')","('P4_d_7 ', 'Julia')","('P4_d_8 ', 'SAS/Stata')","('P4_d_9 ', 'Visual Basic/VBA')","('P4_d_10 ', 'Scala')","('P4_d_11 ', 'Matlab')","('P4_d_12 ', 'Rust')","('P4_d_13 ', 'PHP')","('P4_d_14 ', 'JavaScript')","('P4_d_15 ', 'Não utilizo nenhuma linguagem')","('P1_b ', 'Genero')","('P1_c ', 'Cor/raca/etnia')","('P2_b ', 'Setor')","('P1_i_1 ', 'uf onde mora')","('P2_f ', 'Cargo Atual')","('P4_e ', 'Entre as linguagens listadas abaixo, qual é a que você mais utiliza no trabalho?')","('P2_o_1 ', 'Remuneração/Salário')","('P2_o_2 ', 'Benefícios')","('P2_o_3 ', 'Propósito do trabalho e da empresa')","('P2_o_4 ', 'Flexibilidade de trabalho remoto')","('P2_o_5 ', 'Ambiente e clima de trabalho')","('P2_o_6 ', 'Oportunidade de aprendizado e trabalhar com referências na área')","('P2_o_7 ', 'Plano de carreira e oportunidades de crescimento profissional')","('P2_o_8 ', 'Maturidade da empresa em termos de tecnologia e dados')","('P2_o_9 ', 'Qualidade dos gestores e líderes')","('P2_o_10 ', 'Reputação que a empresa tem no mercado')"
Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 16.001/mês a R$ 20.000/mês,de 5 a 6 anos,Sênior,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Tecnologia/Fábrica de Software,PR,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Python,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Estudante de Graduação,Outras Engenharias,de R$ 3.001/mês a R$ 4.000/mês,de 3 a 4 anos,Pleno,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Preta,Finanças ou Bancos,RS,Analista de Dados/Data Analyst,Python,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Graduação/Bacharelado,Outras Engenharias,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Pleno,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Finanças ou Bancos,MT,Analista de BI/BI Analyst,SQL,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Pós-graduação,Outras Engenharias,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,Sênior,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Amarela,Finanças ou Bancos,SP,Analista de Dados/Data Analyst,SQL,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,Outras Engenharias,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Sênior,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Outra Opção,RJ,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Python,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,Outras Engenharias,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,Sênior,,,,,,,,,,,,,,,,Feminino,Branca,Tecnologia/Fábrica de Software,RJ,Analista de Negócios/Business Analyst,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,Outras Engenharias,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 6 anos,Sênior,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Outra Opção,SP,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Python,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Júnior,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Branca,Indústria,RS,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,SQL,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 6 anos,Pleno,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Indústria,PR,Analista de BI/BI Analyst,Python,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,,,,,,,,,,,,,,,,,Masculino,Branca,Finanças ou Bancos,RS,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,de R$ 2.001/mês a R$ 3.000/mês,de 7 a 10 anos,Júnior,,,,,,,,,,,,,,,,Masculino,Parda,Área de Consultoria,PR,Analista de Suporte/Analista Técnico,,,,,,,,,,,
Pós-graduação,Outras Engenharias,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 6 anos,,,,,,,,,,,,,,,,,Feminino,Branca,Outra Opção,SP,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Pós-graduação,Outras Engenharias,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 6 anos,Sênior,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Parda,Indústria,SP,Cientista de Dados/Data Scientist,Python,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Pós-graduação,Outras Engenharias,de R$ 8.001/mês a R$ 12.000/mês,Menos de 1 ano,Sênior,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Masculino,Branca,Setor Automotivo,SP,Analista de Suporte/Analista Técnico,Não utilizo nenhuma das linguagens listadas,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Pós-graduação,Ciências Sociais,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Sênior,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Tecnologia/Fábrica de Software,DF,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,SQL,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Pós-graduação,Outras Engenharias,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,,,,,,,,,,,,,,,,,Masculino,Branca,Tecnologia/Fábrica de Software,ES,,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Júnior,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Indústria,ES,Analista de Dados/Data Analyst,Python,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Sênior,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Finanças ou Bancos,SC,Analista de Dados/Data Analyst,Python,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Estudante de Graduação,Outras Engenharias,Menos de R$ 1.000/mês,de 3 a 4 anos,Júnior,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Área de Consultoria,SC,Cientista de Dados/Data Scientist,Python,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Estudante de Graduação,Outra opção,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,Sênior,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Agronegócios,RJ,Outra Opção,SQL,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 3.001/mês a R$ 4.000/mês,Não tenho experiência na área de dados,Pleno,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Masculino,Branca,Varejo,PR,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,SQL,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 25.001/mês a R$ 30.000/mês,de 5 a 6 anos,,,,,,,,,,,,,,,,,Masculino,Branca,Internet/Ecommerce,SP,,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Pleno,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Parda,Setor Público,PE,Analista de Dados/Data Analyst,SQL,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Estudante de Graduação,Química / Física,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Pleno,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Masculino,Parda,Tecnologia/Fábrica de Software,RJ,Analista de Dados/Data Analyst,Python,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Pleno,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Parda,Área de Consultoria,GO,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,SQL,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,Sênior,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Amarela,Área da Saúde,SP,Analista de Dados/Data Analyst,SQL,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,Outra opção,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,Júnior,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Masculino,Branca,Outra Opção,SP,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),Não utilizo nenhuma das linguagens listadas,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Estudante de Graduação,Outras Engenharias,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,Júnior,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Branca,Finanças ou Bancos,SP,Outra Opção,Python,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,Pleno,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Parda,Seguros ou Previdência,SP,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,SQL,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Pós-graduação,Outras Engenharias,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Pleno,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Parda,Setor de Energia,CE,Analytics Engineer,Python,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Pleno,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Internet/Ecommerce,SP,Analytics Engineer,Python,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 20.001/mês a R$ 25.000/mês,de 7 a 10 anos,Sênior,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Masculino,Branca,Setor Imobiliário/ Construção Civil,SP,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Python,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Graduação/Bacharelado,Outra opção,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Júnior,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Filantropia/ONG's,SP,Analista de BI/BI Analyst,Python,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Doutorado ou Phd,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,Pleno,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Branca,Tecnologia/Fábrica de Software,SP,Cientista de Dados/Data Scientist,Python,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Pós-graduação,Outras Engenharias,de R$ 4.001/mês a R$ 6.000/mês,Não tenho experiência na área de dados,Sênior,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Masculino,Branca,Setor Público,SC,Outra Opção,Não utilizo nenhuma das linguagens listadas,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Mestrado,Outras Engenharias,de R$ 20.001/mês a R$ 25.000/mês,de 4 a 6 anos,,,,,,,,,,,,,,,,,Masculino,Branca,Setor Imobiliário/ Construção Civil,SP,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Pleno,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Educação,SP,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Python,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Pós-graduação,Outras Engenharias,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Pleno,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Parda,Área da Saúde,MG,Outra Opção,Python,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,Outra opção,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Pleno,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Setor Alimentício,SC,Cientista de Dados/Data Scientist,SQL,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Mestrado,Outras Engenharias,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,,,,,,,,,,,,,,,,,Feminino,Branca,Tecnologia/Fábrica de Software,PR,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Graduação/Bacharelado,Outras Engenharias,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Pleno,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Parda,Finanças ou Bancos,SP,Analytics Engineer,SQL,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,Sênior,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Preta,Finanças ou Bancos,SP,Analista de Negócios/Business Analyst,Python,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pós-graduação,Química / Física,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Sênior,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Parda,Indústria,PR,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),SQL,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,,,,,,,,,,,,,,,,,Masculino,Branca,Setor Imobiliário/ Construção Civil,MG,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Pleno,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Tecnologia/Fábrica de Software,RS,Analista de Dados/Data Analyst,SQL,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Júnior,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Branca,Outra Opção,RS,Analista de Dados/Data Analyst,Não utilizo nenhuma das linguagens listadas,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Graduação/Bacharelado,Outras Engenharias,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Pleno,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Branca,Finanças ou Bancos,ES,Cientista de Dados/Data Scientist,Python,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Sênior,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Feminino,Branca,Internet/Ecommerce,SP,Analista de Dados/Data Analyst,SQL,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Pleno,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Parda,Tecnologia/Fábrica de Software,PR,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Python,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Estudante de Graduação,Outra opção,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,Júnior,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Varejo,PR,Analista de Dados/Data Analyst,SQL,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,Júnior,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Parda,Setor Público,PI,Estatístico,R,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Acima de R$ 40.001/mês,Mais de 10 anos,,,,,,,,,,,,,,,,,Masculino,Branca,Área de Consultoria,MG,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pós-graduação,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,de R$ 16.001/mês a R$ 20.000/mês,de 3 a 4 anos,Pleno,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Entretenimento ou Esportes,,Analista de Dados/Data Analyst,SQL,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 16.001/mês a R$ 20.000/mês,de 5 a 6 anos,Sênior,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Masculino,Parda,Finanças ou Bancos,SP,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,SQL,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Pós-graduação,Outras Engenharias,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Pleno,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Finanças ou Bancos,ES,Analista de Dados/Data Analyst,SQL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Não tenho graduação formal,,de R$ 16.001/mês a R$ 20.000/mês,de 7 a 10 anos,,,,,,,,,,,,,,,,,Masculino,Branca,Tecnologia/Fábrica de Software,SP,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Mestrado,Outras Engenharias,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,,,,,,,,,,,,,,,,,Masculino,Preta,Internet/Ecommerce,ES,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 25.001/mês a R$ 30.000/mês,Mais de 10 anos,Sênior,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Parda,Tecnologia/Fábrica de Software,SP,Analista de BI/BI Analyst,SQL,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Pós-graduação,Outra opção,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,Sênior,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Feminino,Branca,Finanças ou Bancos,SP,Outra Opção,Não utilizo nenhuma das linguagens listadas,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de R$ 4.001/mês a R$ 6.000/mês,de 5 a 6 anos,Pleno,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Preta,Seguros ou Previdência,RJ,Analista de Suporte/Analista Técnico,Visual Basic/VBA,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,Júnior,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Marketing,MG,Analista de BI/BI Analyst,SQL,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,Pleno,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Área da Saúde,PR,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Python,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Graduação/Bacharelado,Outras Engenharias,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Pleno,,,,,,,,,,,,,,,,Masculino,Branca,Agronegócios,SP,Analista de BI/BI Analyst,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Pleno,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Masculino,Parda,Finanças ou Bancos,RJ,Outra Opção,Não utilizo nenhuma das linguagens listadas,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,,,,,,,,,,,,,,,,,Feminino,Parda,Setor Público,PR,,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Júnior,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Outra Opção,PB,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Python,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
